id,tier,family,url,h1,title_tag,primary_query,queries,impressions,clicks,conversions,words,content_blocks,top_queries
28,1,packages-from-city,/packages/from/raipur,Kashmir Tour Packages from Raipur,"Kashmir Tour Packages from Raipur - Flights, Fares & Itineraries | Glitz Holidays",kashmir packages from raipur,20,66,2,0.0,1200-1600,"Live round-trip airfare band Raipur to SXR, and the carriers that actually fly it | Real flight duration, direct vs via DEL - this changes Day 1 completely | Train option from Raipur: actual train names/numbers to Jammu Tawi plus the road leg | Three packages priced ex-Raipur, land-only AND with-flight, per person twin-sharing | Day 1 itinerary written for the actual Raipur arrival time, not a generic Day 1 | Best months to fly from Raipur and when fares spike (school holidays, Eid, Christmas) | FAQ: cheapest month from Raipur, baggage for snow gear, connecting-flight risk | Internal links to the three packages and /routes/raipur-to-srinagar-flight",raipur to kashmir flight (31) ; raipur to vaishno devi trip (6) ; raipur to kashmir (4) ; raipur se kashmir kaise jaen (3) ; flight from raipur to kashmir (3) ; how to go kashmir from raipur (2) ; raipur to kashmir flight ticket (2) ; raipur to ladakh bike trip (2)
29,1,packages-from-city,/packages/from/ranchi,Kashmir Tour Packages from Ranchi,"Kashmir Tour Packages from Ranchi - Flights, Fares & Itineraries | Glitz Holidays",kashmir packages from ranchi,15,64,2,0.0,1200-1600,"Live round-trip airfare band Ranchi to SXR, and the carriers that actually fly it | Real flight duration, direct vs via DEL - this changes Day 1 completely | Train option from Ranchi: actual train names/numbers to Jammu Tawi plus the road leg | Three packages priced ex-Ranchi, land-only AND with-flight, per person twin-sharing | Day 1 itinerary written for the actual Ranchi arrival time, not a generic Day 1 | Best months to fly from Ranchi and when fares spike (school holidays, Eid, Christmas) | FAQ: cheapest month from Ranchi, baggage for snow gear, connecting-flight risk | Internal links to the three packages and /routes/ranchi-to-srinagar-flight",ranchi to kashmir flight (20) ; ranchi to kashmir (17) ; ranchi to srinagar train (6) ; ranchi to kashmir flight ticket price (4) ; ranchi se kashmir kaise jaye (3) ; ranchi to kashmir tour package (2) ; ranchi to kashmir flight price (2) ; ranchi to gulmarg (2)
30,1,packages-from-city,/packages/from/coimbatore,Kashmir Tour Packages from Coimbatore,"Kashmir Tour Packages from Coimbatore - Flights, Fares & Itineraries | Glitz Holidays",kashmir packages from coimbatore,14,70,3,1.0,1200-1600,"Live round-trip airfare band Coimbatore to SXR, and the carriers that actually fly it | Real flight duration, direct vs via DEL - this changes Day 1 completely | Train option from Coimbatore: actual train names/numbers to Jammu Tawi plus the road leg | Three packages priced ex-Coimbatore, land-only AND with-flight, per person twin-sharing | Day 1 itinerary written for the actual Coimbatore arrival time, not a generic Day 1 | Best months to fly from Coimbatore and when fares spike (school holidays, Eid, Christmas) | FAQ: cheapest month from Coimbatore, baggage for snow gear, connecting-flight risk | Internal links to the three packages and /routes/coimbatore-to-srinagar-flight",coimbatore to kashmir flight (21) ; kashmir tour packages from coimbatore (11) ; coimbatore to kashmir (11) ; coimbatore to kashmir tour packages (8) ; airfare from coimbatore to srinagar (5) ; coimbatore to kashmir flight ticket price (5) ; coimbatore to kashmir flight travel time (2) ; kashmir tour package from coimbatore (1)
31,1,packages-from-city,/packages/from/trivandrum,Kashmir Tour Packages from Trivandrum,"Kashmir Tour Packages from Trivandrum - Flights, Fares & Itineraries | Glitz Holidays",kashmir packages from trivandrum,23,139,6,1.0,1200-1600,"Live round-trip airfare band Trivandrum to SXR, and the carriers that actually fly it | Real flight duration, direct vs via DEL - this changes Day 1 completely | Train option from Trivandrum: actual train names/numbers to Jammu Tawi plus the road leg | Three packages priced ex-Trivandrum, land-only AND with-flight, per person twin-sharing | Day 1 itinerary written for the actual Trivandrum arrival time, not a generic Day 1 | Best months to fly from Trivandrum and when fares spike (school holidays, Eid, Christmas) | FAQ: cheapest month from Trivandrum, baggage for snow gear, connecting-flight risk | Internal links to the three packages and /routes/trivandrum-to-srinagar-flight",trivandrum to kashmir flight (29) ; trivandrum to kashmir (28) ; kashmir tour package from trivandrum (16) ; thiruvananthapuram to kashmir (9) ; trivandrum to kashmir train (7) ; trivandrum to kashmir flight ticket price (7) ; trivandrum to jammu kashmir (7) ; airfare from thiruvananthapuram to srinagar (6)
32,1,packages-from-city,/packages/from/calicut,Kashmir Tour Packages from Calicut,"Kashmir Tour Packages from Calicut - Flights, Fares & Itineraries | Glitz Holidays",kashmir packages from calicut,23,149,5,0.0,1200-1600,"Live round-trip airfare band Calicut to SXR, and the carriers that actually fly it | Real flight duration, direct vs via DEL - this changes Day 1 completely | Train option from Calicut: actual train names/numbers to Jammu Tawi plus the road leg | Three packages priced ex-Calicut, land-only AND with-flight, per person twin-sharing | Day 1 itinerary written for the actual Calicut arrival time, not a generic Day 1 | Best months to fly from Calicut and when fares spike (school holidays, Eid, Christmas) | FAQ: cheapest month from Calicut, baggage for snow gear, connecting-flight risk | Internal links to the three packages and /routes/calicut-to-srinagar-flight",calicut to kashmir flight (21) ; calicut to kashmir train (20) ; calicut to kashmir (20) ; kozhikode to kashmir (14) ; mini kashmir kozhikode (12) ; kozhikode to kashmir flight (10) ; kashmir tour package from calicut (9) ; airfare to srinagar from kozhikode (8)
33,1,packages-from-city,/packages/from/mangalore,Kashmir Tour Packages from Mangalore,"Kashmir Tour Packages from Mangalore - Flights, Fares & Itineraries | Glitz Holidays",kashmir packages from mangalore,12,43,2,0.5,1200-1600,"Live round-trip airfare band Mangalore to SXR, and the carriers that actually fly it | Real flight duration, direct vs via DEL - this changes Day 1 completely | Train option from Mangalore: actual train names/numbers to Jammu Tawi plus the road leg | Three packages priced ex-Mangalore, land-only AND with-flight, per person twin-sharing | Day 1 itinerary written for the actual Mangalore arrival time, not a generic Day 1 | Best months to fly from Mangalore and when fares spike (school holidays, Eid, Christmas) | FAQ: cheapest month from Mangalore, baggage for snow gear, connecting-flight risk | Internal links to the three packages and /routes/mangalore-to-srinagar-flight",mangalore to kashmir (11) ; mangalore to kashmir train (10) ; mangalore to kashmir flight (8) ; mangalore to kashmir tour package (3) ; kashmir tour packages from mangalore (2) ; mangalore to srinagar flight (2) ; mangalore to kashmir flight ticket price (2) ; mangalore to kashmir flight price (1)
34,1,packages-from-city,/packages/from/mysore,Kashmir Tour Packages from Mysore,"Kashmir Tour Packages from Mysore - Flights, Fares & Itineraries | Glitz Holidays",kashmir packages from mysore,6,22,2,0.0,1200-1600,"Live round-trip airfare band Mysore to SXR, and the carriers that actually fly it | Real flight duration, direct vs via DEL - this changes Day 1 completely | Train option from Mysore: actual train names/numbers to Jammu Tawi plus the road leg | Three packages priced ex-Mysore, land-only AND with-flight, per person twin-sharing | Day 1 itinerary written for the actual Mysore arrival time, not a generic Day 1 | Best months to fly from Mysore and when fares spike (school holidays, Eid, Christmas) | FAQ: cheapest month from Mysore, baggage for snow gear, connecting-flight risk | Internal links to the three packages and /routes/mysore-to-srinagar-flight",mysore to kashmir train (12) ; mysore to kashmir (4) ; mysore to kashmir flight (3) ; mysore to jammu kashmir (1) ; mysore to srinagar flight (1) ; mysore to kashmir flight ticket price (1)
35,1,packages-from-city,/packages/from/nashik,Kashmir Tour Packages from Nashik,"Kashmir Tour Packages from Nashik - Flights, Fares & Itineraries | Glitz Holidays",kashmir packages from nashik,11,34,2,0.0,1200-1600,"Live round-trip airfare band Nashik to SXR, and the carriers that actually fly it | Real flight duration, direct vs via DEL - this changes Day 1 completely | Train option from Nashik: actual train names/numbers to Jammu Tawi plus the road leg | Three packages priced ex-Nashik, land-only AND with-flight, per person twin-sharing | Day 1 itinerary written for the actual Nashik arrival time, not a generic Day 1 | Best months to fly from Nashik and when fares spike (school holidays, Eid, Christmas) | FAQ: cheapest month from Nashik, baggage for snow gear, connecting-flight risk | Internal links to the three packages and /routes/nashik-to-srinagar-flight",nashik to kashmir flight (10) ; nashik to kashmir flight ticket price (4) ; vaishno devi tour package from nashik (4) ; kashmir tour packages from nashik (4) ; nashik to kashmir by train (3) ; nashik to jammu kashmir flight ticket price (2) ; mini kashmir in nashik (2) ; nashik to kashmir train (2)
36,1,packages-from-city,/packages/from/aurangabad,Kashmir Tour Packages from Aurangabad,"Kashmir Tour Packages from Aurangabad - Flights, Fares & Itineraries | Glitz Holidays",kashmir packages from aurangabad,10,49,2,0.0,1200-1600,"Live round-trip airfare band Aurangabad to SXR, and the carriers that actually fly it | Real flight duration, direct vs via DEL - this changes Day 1 completely | Train option from Aurangabad: actual train names/numbers to Jammu Tawi plus the road leg | Three packages priced ex-Aurangabad, land-only AND with-flight, per person twin-sharing | Day 1 itinerary written for the actual Aurangabad arrival time, not a generic Day 1 | Best months to fly from Aurangabad and when fares spike (school holidays, Eid, Christmas) | FAQ: cheapest month from Aurangabad, baggage for snow gear, connecting-flight risk | Internal links to the three packages and /routes/aurangabad-to-srinagar-flight",aurangabad to kashmir flight (32) ; aurangabad to jammu kashmir (4) ; aurangabad to kashmir flight ticket price (4) ; aurangabad to kashmir tour package (2) ; aurangabad to kashmir (2) ; kashmir tour packages from aurangabad (1) ; aurangabad to srinagar train ticket price (1) ; aurangabad kashmir (1)
37,1,packages-from-city,/packages/from/rajkot,Kashmir Tour Packages from Rajkot,"Kashmir Tour Packages from Rajkot - Flights, Fares & Itineraries | Glitz Holidays",kashmir packages from rajkot,11,30,1,0.0,1200-1600,"Live round-trip airfare band Rajkot to SXR, and the carriers that actually fly it | Real flight duration, direct vs via DEL - this changes Day 1 completely | Train option from Rajkot: actual train names/numbers to Jammu Tawi plus the road leg | Three packages priced ex-Rajkot, land-only AND with-flight, per person twin-sharing | Day 1 itinerary written for the actual Rajkot arrival time, not a generic Day 1 | Best months to fly from Rajkot and when fares spike (school holidays, Eid, Christmas) | FAQ: cheapest month from Rajkot, baggage for snow gear, connecting-flight risk | Internal links to the three packages and /routes/rajkot-to-srinagar-flight",rajkot to kashmir flight (9) ; rajkot to kashmir tour package (5) ; kashmir tour package from rajkot (5) ; rajkot to kashmir train (2) ; rajkot to srinagar (2) ; rajkot to kashmir (2) ; rajkot to kashmir train price (1) ; rajkot to jammu kashmir train (1)
38,1,packages-from-city,/packages/from/siliguri,Kashmir Tour Packages from Siliguri,"Kashmir Tour Packages from Siliguri - Flights, Fares & Itineraries | Glitz Holidays",kashmir packages from siliguri,8,30,1,0.0,1200-1600,"Live round-trip airfare band Siliguri to SXR, and the carriers that actually fly it | Real flight duration, direct vs via DEL - this changes Day 1 completely | Train option from Siliguri: actual train names/numbers to Jammu Tawi plus the road leg | Three packages priced ex-Siliguri, land-only AND with-flight, per person twin-sharing | Day 1 itinerary written for the actual Siliguri arrival time, not a generic Day 1 | Best months to fly from Siliguri and when fares spike (school holidays, Eid, Christmas) | FAQ: cheapest month from Siliguri, baggage for snow gear, connecting-flight risk | Internal links to the three packages and /routes/siliguri-to-srinagar-flight",siliguri to kashmir (10) ; siliguri to kashmir tour (6) ; kashmir tour package from siliguri (4) ; siliguri to kashmir flight (4) ; siliguri to kashmir flight price (3) ; siliguri to jammu kashmir train (1) ; siliguri to kashmir train (1) ; siliguri to jammu kashmir (1)
39,1,packages-from-city,/packages/from/gwalior,Kashmir Tour Packages from Gwalior,"Kashmir Tour Packages from Gwalior - Flights, Fares & Itineraries | Glitz Holidays",kashmir packages from gwalior,6,22,1,0.0,1200-1600,"Live round-trip airfare band Gwalior to SXR, and the carriers that actually fly it | Real flight duration, direct vs via DEL - this changes Day 1 completely | Train option from Gwalior: actual train names/numbers to Jammu Tawi plus the road leg | Three packages priced ex-Gwalior, land-only AND with-flight, per person twin-sharing | Day 1 itinerary written for the actual Gwalior arrival time, not a generic Day 1 | Best months to fly from Gwalior and when fares spike (school holidays, Eid, Christmas) | FAQ: cheapest month from Gwalior, baggage for snow gear, connecting-flight risk | Internal links to the three packages and /routes/gwalior-to-srinagar-flight",gwalior to jammu kashmir (8) ; gwalior to kashmir flight (6) ; gwalior to gulmarg (3) ; gwalior to kashmir train (2) ; gwalior to kashmir (2) ; flight from gwalior to srinagar (1)
